Timestamp,Statement,Answer
2022-12-09T17:03:49.51Z,What could you most use help on right now?,Sharing my wishes
2022-12-09T17:15:45.94Z,What details of your funeral are important to you?,Other
2022-12-09T17:15:45.94Z,What details of your funeral are important to you?,Readings
2022-12-09T17:15:45.94Z,What details of your funeral are important to you?,Music
2022-12-09T17:15:45.94Z,What details of your funeral are important to you?,Food/drinks
2022-12-09T17:15:45.947Z,What details of your funeral are important to you?,Other
2022-12-09T17:15:45.947Z,What details of your funeral are important to you?,Readings
2022-12-09T17:15:45.947Z,What details of your funeral are important to you?,Music
2022-12-09T17:15:45.947Z,What details of your funeral are important to you?,Food/drinks
2022-12-09T17:16:41.273Z,What would you like people to give in your honor?,Other
2022-12-09T17:16:41.273Z,What would you like people to give in your honor?,Flowers
2022-12-09T17:16:41.273Z,What would you like people to give in your honor?,Gifts
2022-12-09T17:16:41.273Z,What would you like people to give in your honor?,Donations
2022-12-09T17:16:41.28Z,What would you like people to give in your honor?,Other
2022-12-09T17:16:41.28Z,What would you like people to give in your honor?,Flowers
2022-12-09T17:16:41.28Z,What would you like people to give in your honor?,Gifts
2022-12-09T17:16:41.28Z,What would you like people to give in your honor?,Donations
2022-12-09T17:17:40.97Z,Where do you want your funeral to take place?,Other
2022-12-09T17:17:40.973Z,Where do you want your funeral to take place?,Other
2022-12-09T17:18:50.5Z,What do you want the mood to be at your funeral?,Other
2022-12-09T17:18:50.507Z,What do you want the mood to be at your funeral?,Other
2022-12-09T17:19:38.847Z,What do you want to happen to your body after you die?,Cremation
2022-12-09T17:19:38.853Z,What do you want to happen to your body after you die?,Cremation
2022-12-09T17:26:47.543Z,What physical markers do you want established in your honor?,Other
2022-12-09T17:26:47.543Z,What physical markers do you want established in your honor?,Grave marker
2022-12-09T17:26:47.543Z,What physical markers do you want established in your honor?,Tree
2022-12-09T17:26:47.55Z,What physical markers do you want established in your honor?,Other
2022-12-09T17:26:47.55Z,What physical markers do you want established in your honor?,Grave marker
2022-12-09T17:26:47.55Z,What physical markers do you want established in your honor?,Tree
2022-12-09T17:27:33.013Z,Are you an organ donor?,Yes
2022-12-09T17:27:33.02Z,Are you an organ donor?,Yes
2022-12-09T17:32:01.977Z,What do you want to happen to your email accounts when you die?,Give someone I trust access to the content
2022-12-09T17:32:01.983Z,What do you want to happen to your email accounts when you die?,Give someone I trust access to the content
2022-12-09T17:34:21.38Z,Do you have life insurance?,Yes
2022-12-09T17:34:21.383Z,Do you have life insurance?,Yes
2022-12-09T17:34:30.71Z,Do you have a power of attorney?,Yes
2022-12-09T17:34:36.287Z,Do you have a will and/or trust?,Yes
2022-12-09T17:35:07.46Z,Who should your loved ones reach out to when managing your estate?,Other
2022-12-09T17:35:07.463Z,Who should your loved ones reach out to when managing your estate?,Other
2022-12-10T22:08:42.917Z,How much have you thought about your end-of-life wishes?,I've started to think about what I want
2022-12-10T22:08:47.773Z,What's motivating you to prepare for end of life?,I don't want to burden loved ones
2022-12-10T22:08:47.773Z,What's motivating you to prepare for end of life?,I want to ensure my wishes are honored
2022-12-10T22:08:47.773Z,What's motivating you to prepare for end of life?,I want to prevent family disagreements.
2022-12-10T22:08:54.17Z,What could you most use help on right now?,Health care planning
2022-12-10T22:08:54.17Z,What could you most use help on right now?,Deciding what to do with my body
2022-12-10T22:08:54.17Z,What could you most use help on right now?,Getting my legal documents in place
2022-12-10T22:08:54.17Z,What could you most use help on right now?,Organizing my accounts & documents
2022-12-10T22:08:54.17Z,What could you most use help on right now?,Sharing my wishes
2022-12-10T22:10:14.613Z,What would you like people to give in your honor?,Donations
2022-12-10T22:10:14.617Z,What would you like people to give in your honor?,Donations
2022-12-10T22:10:20.42Z,Where do you want your funeral to take place?,My place of worship
2022-12-10T22:10:32.107Z,What do you want the mood to be at your funeral?,Celebratory
2022-12-10T22:11:05.673Z,What do you want to happen to your body after you die?,Traditional burial
2022-12-10T22:11:20.043Z,Are you an organ donor?,Yes
2022-12-10T22:12:02.107Z,What do you want to happen to your email accounts when you die?,Give someone I trust access to the content
2022-12-10T22:12:02.113Z,What do you want to happen to your email accounts when you die?,Give someone I trust access to the content
2022-12-10T22:15:56.477Z,Do you have life insurance?,No
2022-12-10T22:16:33.14Z,Who should your loved ones reach out to when managing your estate?,Other
2022-12-10T22:16:33.143Z,Who should your loved ones reach out to when managing your estate?,Other
2022-12-10T23:02:51.88Z,Do you have any dependents (regardless of age) with special needs?,No
2022-12-10T23:03:02.467Z,Do you have children?,No
2022-12-10T23:03:05.27Z,Do you have any pets?,No
2022-12-10T23:03:09.363Z,"Would you like to leave specific gifts, property, or items to specific people?",Yes
2022-12-10T23:08:41.887Z,Who do you want to inherit your property when you pass away? Choose an option below.,Create a custom distribution plan
2022-12-10T23:12:19.29Z,Who would you like to be the digital executor of your will?,My executor for my estate
2022-12-10T23:12:32.813Z,Would you like your digital executor to have access to the contents of your electronic communications?,Yes
2022-12-11T02:05:17.417Z,What details of your funeral are important to you?,Other
2022-12-11T02:05:17.417Z,What details of your funeral are important to you?,Readings
2022-12-11T02:05:17.417Z,What details of your funeral are important to you?,Music
2022-12-11T02:05:17.417Z,What details of your funeral are important to you?,Food/drinks
2022-12-11T02:05:17.417Z,What details of your funeral are important to you?,Dress code
2022-12-11T02:05:17.423Z,What details of your funeral are important to you?,Other
2022-12-11T02:05:17.423Z,What details of your funeral are important to you?,Readings
2022-12-11T02:05:17.423Z,What details of your funeral are important to you?,Music
2022-12-11T02:05:17.423Z,What details of your funeral are important to you?,Food/drinks
2022-12-11T02:05:17.423Z,What details of your funeral are important to you?,Dress code
2022-12-11T02:11:11.79Z,What physical markers do you want established in your honor?,Grave marker
2022-12-11T02:11:11.797Z,What physical markers do you want established in your honor?,Grave marker
2022-12-11T02:11:21.68Z,Which healthcare documents do you have?,Advance directive or living will
2022-12-11T02:11:21.68Z,Which healthcare documents do you have?,HIPAA release form
2022-12-11T02:13:16.13Z,Do you have a power of attorney?,No
2022-12-11T02:13:19.31Z,Do you have a will and/or trust?,Yes
2022-12-18T18:38:43.973Z,How much have you thought about your end-of-life wishes?,I've documented some of my plans
2022-12-18T18:38:54.893Z,What's motivating you to prepare for end of life?,I don't want to burden loved ones
2022-12-18T18:38:54.893Z,What's motivating you to prepare for end of life?,I want to ensure my wishes are honored
2022-12-18T18:38:54.893Z,What's motivating you to prepare for end of life?,I want to protect my family financially
2022-12-18T18:38:54.893Z,What's motivating you to prepare for end of life?,I want to prevent family disagreements.
2022-12-18T18:39:18.587Z,What could you most use help on right now?,Health care planning
2022-12-18T18:39:18.587Z,What could you most use help on right now?,Getting my legal documents in place
2022-12-18T18:39:18.587Z,What could you most use help on right now?,Organizing my accounts & documents
2022-12-18T18:39:18.587Z,What could you most use help on right now?,Sharing my wishes
2022-12-18T18:42:32.897Z,What details of your funeral are important to you?,Other
2022-12-18T18:42:32.897Z,What details of your funeral are important to you?,Readings
2022-12-18T18:42:32.897Z,What details of your funeral are important to you?,Rituals
2022-12-18T18:42:32.897Z,What details of your funeral are important to you?,Music
2022-12-18T18:42:32.903Z,What details of your funeral are important to you?,Other
2022-12-18T18:42:32.903Z,What details of your funeral are important to you?,Readings
2022-12-18T18:42:32.903Z,What details of your funeral are important to you?,Rituals
2022-12-18T18:42:32.903Z,What details of your funeral are important to you?,Music
2022-12-18T18:42:49.077Z,Where do you want your funeral to take place?,My place of worship
2022-12-18T18:42:55.5Z,What do you want the mood to be at your funeral?,Celebratory
2022-12-18T18:43:03.207Z,What do you want to happen to your body after you die?,Cremation
2022-12-18T18:44:25.767Z,Are you an organ donor?,Yes
2022-12-18T18:45:24.047Z,Which healthcare documents do you have?,Healthcare proxy form
2022-12-18T18:45:24.047Z,Which healthcare documents do you have?,Advance directive or living will
2022-12-18T18:45:24.053Z,Which healthcare documents do you have?,Healthcare proxy form
2022-12-18T18:45:24.053Z,Which healthcare documents do you have?,Advance directive or living will
2022-12-18T18:51:00.09Z,What do you want to happen to your email accounts when you die?,Give someone I trust access to the content
2022-12-18T18:51:00.097Z,What do you want to happen to your email accounts when you die?,Give someone I trust access to the content
2022-12-18T19:01:15.363Z,Do you have life insurance?,Yes
2022-12-18T19:01:15.367Z,Do you have life insurance?,Yes
2022-12-18T19:02:32.653Z,Do you have a power of attorney?,Yes
2022-12-18T19:02:32.657Z,Do you have a power of attorney?,Yes
2022-12-18T19:02:41.01Z,Do you have a will and/or trust?,Yes
2022-12-18T19:09:31.44Z,Who should your loved ones reach out to when managing your estate?,Other
2022-12-18T19:09:31.443Z,Who should your loved ones reach out to when managing your estate?,Other
2022-12-18T19:20:25.367Z,What would you like people to give in your honor?,Donations
2022-12-18T19:20:25.37Z,What would you like people to give in your honor?,Donations
2022-12-22T00:00:33.297Z,Do you have any dependents (regardless of age) with special needs?,No
2022-12-22T00:00:39.043Z,Do you have children?,No
2022-12-22T00:00:42.187Z,Do you have any pets?,No
2022-12-22T00:00:48.657Z,"Would you like to leave specific gifts, property, or items to specific people?",Yes
2022-12-22T00:06:10.707Z,Who do you want to inherit your property when you pass away? Choose an option below.,Create a custom distribution plan
2022-12-22T23:36:59.157Z,Who would you like to be the digital executor of your will?,Assign someone else
2022-12-22T23:37:21.523Z,Would you like your digital executor to have access to the contents of your electronic communications?,Yes
2022-12-27T23:58:16.097Z,Do you have life insurance?,No
2022-12-27T23:59:32.613Z,Are you an organ donor?,Yes
2023-01-01T07:12:05.17Z,How much have you thought about your end-of-life wishes?,I've documented some of my plans
2023-01-01T07:12:13.953Z,What's motivating you to prepare for end of life?,I don't want to burden loved ones
2023-01-01T07:12:13.953Z,What's motivating you to prepare for end of life?,I want to ensure my wishes are honored
2023-01-01T07:12:13.953Z,What's motivating you to prepare for end of life?,I want to protect my family financially
2023-01-01T07:12:27.757Z,What could you most use help on right now?,Getting my legal documents in place
2023-01-01T07:12:27.757Z,What could you most use help on right now?,Organizing my accounts & documents
2023-01-01T07:12:27.757Z,What could you most use help on right now?,Sharing my wishes
2023-01-01T07:15:24.817Z,What details of your funeral are important to you?,Rituals
2023-01-01T07:15:24.817Z,What details of your funeral are important to you?,Music
2023-01-01T07:15:24.817Z,What details of your funeral are important to you?,Food/drinks
2023-01-01T07:15:24.827Z,What details of your funeral are important to you?,Rituals
2023-01-01T07:15:24.827Z,What details of your funeral are important to you?,Music
2023-01-01T07:15:24.827Z,What details of your funeral are important to you?,Food/drinks
2023-01-01T07:17:38.863Z,What would you like people to give in your honor?,Other
2023-01-01T07:17:38.863Z,What would you like people to give in your honor?,Donations
2023-01-01T07:17:38.887Z,What would you like people to give in your honor?,Other
2023-01-01T07:17:38.887Z,What would you like people to give in your honor?,Donations
2023-01-01T07:18:31.627Z,Where do you want your funeral to take place?,My home
2023-01-01T07:18:31.627Z,Where do you want your funeral to take place?,Somewhere outside
2023-01-01T07:18:31.633Z,Where do you want your funeral to take place?,My home
2023-01-01T07:18:31.633Z,Where do you want your funeral to take place?,Somewhere outside
2023-01-01T07:18:54.337Z,What do you want the mood to be at your funeral?,Celebratory
2023-01-01T07:18:54.34Z,What do you want the mood to be at your funeral?,Celebratory
2023-01-01T07:21:01.167Z,What do you want to happen to your body after you die?,Green burial
2023-01-01T07:21:01.173Z,What do you want to happen to your body after you die?,Green burial
2023-01-01T07:24:09.56Z,What physical markers do you want established in your honor?,Grave marker
2023-01-01T07:24:09.56Z,What physical markers do you want established in your honor?,Tree
2023-01-01T07:24:09.567Z,What physical markers do you want established in your honor?,Grave marker
2023-01-01T07:24:09.567Z,What physical markers do you want established in your honor?,Tree
2023-01-01T07:24:29.43Z,Are you an organ donor?,Yes
2023-01-01T07:28:58.943Z,What do you want to happen to your email accounts when you die?,Delete it all!
2023-01-01T07:32:03.45Z,Do you have life insurance?,Yes
2023-01-01T07:32:03.457Z,Do you have life insurance?,Yes
2023-01-04T00:37:56.467Z,Do you have any dependents (regardless of age) with special needs?,No
2023-01-04T00:38:01.353Z,Do you have children?,Yes
2023-01-04T00:54:35.257Z,Do you have any pets?,Yes
2023-01-04T00:55:51.483Z,"Would you like to leave specific gifts, property, or items to specific people?",No
2023-01-04T00:56:39.67Z,Who do you want to inherit your property when you pass away? Choose an option below.,"Leave everything to my spouse, else my children* equally"
2023-01-04T00:58:20.723Z,Who would you like to be the digital executor of your will?,Assign someone else
2023-01-04T00:59:25.397Z,Would you like your digital executor to have access to the contents of your electronic communications?,Yes
2023-01-04T03:51:56.64Z,Do you have any dependents (regardless of age) with special needs?,No
2023-01-04T03:52:01.933Z,Do you have children?,Yes
2023-01-04T03:54:09.59Z,Do you have any pets?,Yes
2023-01-04T03:56:01.01Z,"Would you like to leave specific gifts, property, or items to specific people?",No
2023-01-04T03:56:09.027Z,Who do you want to inherit your property when you pass away? Choose an option below.,"Split evenly among my children*, else their descendants"
2023-01-04T03:58:05.37Z,Who would you like to be the digital executor of your will?,My executor for my estate
2023-01-04T03:58:14.3Z,Would you like your digital executor to have access to the contents of your electronic communications?,Yes
2023-01-04T04:15:57.077Z,Do you have a will and/or trust?,Yes
2023-01-04T04:15:57.083Z,Do you have a will and/or trust?,Yes
2023-01-04T04:19:42.297Z,Who should your loved ones reach out to when managing your estate?,Other
2023-01-04T04:19:42.303Z,Who should your loved ones reach out to when managing your estate?,Other
2023-01-04T04:30:12.47Z,Do you have a power of attorney?,Yes
2023-01-04T04:30:12.477Z,Do you have a power of attorney?,Yes
2023-01-04T04:32:13.94Z,Which healthcare documents do you have?,Advance directive or living will
2023-01-04T04:32:13.94Z,Which healthcare documents do you have?,HIPAA release form
2023-01-04T04:32:13.95Z,Which healthcare documents do you have?,Advance directive or living will
2023-01-04T04:32:13.95Z,Which healthcare documents do you have?,HIPAA release form
2023-01-11T11:57:21.453Z,Do you have any dependents (regardless of age) with special needs?,No
2023-01-11T11:57:27.95Z,Do you have children?,No
2023-01-11T11:57:32.34Z,Do you have any pets?,No
2023-01-11T11:57:44.77Z,"Would you like to leave specific gifts, property, or items to specific people?",No
2023-01-11T11:58:05.377Z,Who do you want to inherit your property when you pass away? Choose an option below.,Create a custom distribution plan
2023-01-12T01:33:02.887Z,Do you have any dependents (regardless of age) with special needs?,No
2023-01-12T01:33:06.607Z,Do you have children?,No
2023-01-12T01:33:09.14Z,Do you have any pets?,No
2023-01-12T01:33:15.043Z,"Would you like to leave specific gifts, property, or items to specific people?",No
2023-01-12T01:33:26.313Z,Who do you want to inherit your property when you pass away? Choose an option below.,Create a custom distribution plan
2023-01-12T01:35:35.19Z,Who would you like to be the digital executor of your will?,My executor for my estate
2023-01-12T01:35:41.717Z,Would you like your digital executor to have access to the contents of your electronic communications?,Yes
2023-01-14T02:04:56.02Z,Who passed away?,My parent
2023-01-14T02:05:02.657Z,When did your loved one pass away?,"They haven't yet, I'm just preparing"
2023-01-14T02:05:09.177Z,Were you anticipating this death?,I'm not sure
2023-01-14T02:05:15.227Z,Are you the executor of your loved one's estate?,I don't know
2023-01-14T02:05:19.62Z,Which best represents your situation?,I am the only primary person dealing with logistics after this loss
2023-01-14T02:05:27.46Z,Which aspects of dealing with a loss are most important to you?,Settling their will/estate
2023-01-15T21:35:25.67Z,How much have you thought about your end-of-life wishes?,I've started to think about what I want
2023-01-15T21:35:47.36Z,What's motivating you to prepare for end of life?,I don't want to burden loved ones
2023-01-15T21:36:05.45Z,What could you most use help on right now?,Health care planning
2023-01-15T21:36:05.45Z,What could you most use help on right now?,Planning my future funeral
2023-01-15T21:36:05.45Z,What could you most use help on right now?,Deciding what to do with my body
2023-01-15T21:36:05.45Z,What could you most use help on right now?,Getting my legal documents in place
2023-01-15T21:36:05.45Z,What could you most use help on right now?,Leaving a legacy
2023-01-15T21:36:05.45Z,What could you most use help on right now?,Organizing my accounts & documents
2023-01-15T21:36:05.45Z,What could you most use help on right now?,Sharing my wishes
2023-01-15T21:38:49.697Z,Do you have any dependents (regardless of age) with special needs?,No
2023-01-15T21:38:53.85Z,Do you have children?,Yes
2023-01-15T21:41:45.093Z,Do you have any pets?,No
2023-01-15T21:42:09.83Z,"Would you like to leave specific gifts, property, or items to specific people?",No
2023-01-15T21:42:53.913Z,Who do you want to inherit your property when you pass away? Choose an option below.,"Leave everything to my spouse, else my children* equally"
2023-01-15T21:52:40.34Z,Who would you like to be the digital executor of your will?,My executor for my estate
2023-01-15T21:52:58.407Z,Would you like your digital executor to have access to the contents of your electronic communications?,No
2023-01-15T22:03:52.98Z,Are you an organ donor?,Yes
2023-01-15T22:06:31.533Z,What do you want the mood to be at your funeral?,Celebratory
2023-01-15T22:24:04.03Z,What details of your funeral are important to you?,Food/drinks
2023-01-18T01:10:40.827Z,Who would you like to be the digital executor of your will?,My executor for my estate
2023-01-18T01:10:50.283Z,Would you like your digital executor to have access to the contents of your electronic communications?,Yes
2023-01-22T18:50:32.11Z,What details of your funeral are important to you?,Readings
2023-01-22T18:50:32.11Z,What details of your funeral are important to you?,Music
2023-01-22T18:50:32.11Z,What details of your funeral are important to you?,Food/drinks
2023-01-22T18:50:32.117Z,What details of your funeral are important to you?,Readings
2023-01-22T18:50:32.117Z,What details of your funeral are important to you?,Music
2023-01-22T18:50:32.117Z,What details of your funeral are important to you?,Food/drinks
2023-01-22T18:51:03.47Z,What would you like people to give in your honor?,Donations
2023-01-22T18:51:03.477Z,What would you like people to give in your honor?,Donations
2023-01-22T18:51:31.51Z,Where do you want your funeral to take place?,My place of worship
2023-01-22T18:51:31.517Z,Where do you want your funeral to take place?,My place of worship
2023-01-22T18:52:27.957Z,What do you want the mood to be at your funeral?,Celebratory
2023-01-22T18:52:27.963Z,What do you want the mood to be at your funeral?,Celebratory
2023-01-22T18:54:09.23Z,What do you want to happen to your body after you die?,Traditional burial
2023-01-22T18:54:09.233Z,What do you want to happen to your body after you die?,Traditional burial
2023-01-22T19:03:02.583Z,What physical markers do you want established in your honor?,Grave marker
2023-01-22T19:03:02.587Z,What physical markers do you want established in your honor?,Grave marker
2023-01-22T19:03:23.37Z,Are you an organ donor?,Yes
2023-01-22T19:03:33.21Z,Which healthcare documents do you have?,Healthcare proxy form
2023-01-22T19:03:33.21Z,Which healthcare documents do you have?,Advance directive or living will
2023-01-22T19:05:59.857Z,What do you want to happen to your email accounts when you die?,Give someone I trust access to the content
2023-01-22T19:05:59.863Z,What do you want to happen to your email accounts when you die?,Give someone I trust access to the content
2023-01-22T19:13:23.297Z,Do you have life insurance?,Yes
2023-01-22T19:13:23.303Z,Do you have life insurance?,Yes
2023-01-22T19:13:52.247Z,Do you have a power of attorney?,No
2023-01-22T19:13:52.253Z,Do you have a power of attorney?,No
2023-01-22T19:19:11.493Z,Do you have a will and/or trust?,No
2023-01-22T19:19:11.5Z,Do you have a will and/or trust?,No
2023-01-22T19:34:38.807Z,Do you have any dependents (regardless of age) with special needs?,No
2023-01-22T19:34:45.937Z,Do you have children?,Yes
2023-01-22T19:37:30.373Z,Do you have any pets?,No
2023-01-22T19:37:55.933Z,"Would you like to leave specific gifts, property, or items to specific people?",Yes
2023-01-22T19:39:30.443Z,What do you want to happen to your email accounts when you die?,Delete it all!
2023-01-22T19:43:57.087Z,Who do you want to inherit your property when you pass away? Choose an option below.,"Leave everything to my spouse, else my children* equally"
2023-01-22T19:44:56.003Z,Who would you like to be the digital executor of your will?,My executor for my estate
2023-01-22T19:45:06.61Z,Would you like your digital executor to have access to the contents of your electronic communications?,Yes
2023-01-24T05:00:25.903Z,What do you want to happen to your body after you die?,Donation
2023-01-24T05:00:25.91Z,What do you want to happen to your body after you die?,Donation
2023-01-24T05:01:57.3Z,What do you want the mood to be at your funeral?,Celebratory
2023-01-24T05:01:57.31Z,What do you want the mood to be at your funeral?,Celebratory
2023-01-24T05:03:39.65Z,Where do you want your funeral to take place?,My home
2023-01-24T05:03:39.657Z,Where do you want your funeral to take place?,My home
2023-01-24T05:05:52.6Z,What would you like people to give in your honor?,Donations
2023-01-24T05:05:52.603Z,What would you like people to give in your honor?,Donations
2023-01-24T05:08:20.76Z,What details of your funeral are important to you?,Rituals
2023-01-24T05:08:20.76Z,What details of your funeral are important to you?,Music
2023-01-24T05:08:20.76Z,What details of your funeral are important to you?,Food/drinks
2023-01-24T05:08:20.767Z,What details of your funeral are important to you?,Rituals
2023-01-24T05:08:20.767Z,What details of your funeral are important to you?,Music
2023-01-24T05:08:20.767Z,What details of your funeral are important to you?,Food/drinks
2023-01-24T05:10:16.313Z,What physical markers do you want established in your honor?,Tree
2023-01-24T05:10:16.317Z,What physical markers do you want established in your honor?,Tree
2023-01-24T05:23:30.19Z,Which healthcare documents do you have?,Advance directive or living will
2023-01-24T05:23:30.2Z,Which healthcare documents do you have?,Advance directive or living will
2023-01-24T05:26:29.733Z,Do you have a valid and up-to-date Health Care Proxy Form?,Yes
2023-01-24T05:32:54.72Z,What do you want to happen to your email accounts when you die?,Give someone I trust access to the content
2023-01-24T05:32:54.73Z,What do you want to happen to your email accounts when you die?,Give someone I trust access to the content
2023-01-24T05:38:18.79Z,Do you have a will and/or trust?,Yes
2023-01-24T05:40:40.137Z,Who should your loved ones reach out to when managing your estate?,Other
2023-01-24T05:40:40.14Z,Who should your loved ones reach out to when managing your estate?,Other
2023-01-24T05:41:30.893Z,Do you have a power of attorney?,Yes
2023-01-24T05:41:30.897Z,Do you have a power of attorney?,Yes
2023-01-29T00:40:56.54Z,How much have you thought about your end-of-life wishes?,I've started to think about what I want
2023-01-29T00:41:02.83Z,What's motivating you to prepare for end of life?,I don't want to burden loved ones
2023-01-29T00:41:37.347Z,What could you most use help on right now?,Health care planning
2023-01-29T00:41:37.347Z,What could you most use help on right now?,Planning my future funeral
2023-01-29T00:41:37.347Z,What could you most use help on right now?,Deciding what to do with my body
2023-01-29T00:41:37.347Z,What could you most use help on right now?,Getting my legal documents in place
2023-01-29T00:41:37.347Z,What could you most use help on right now?,Leaving a legacy
2023-01-29T00:41:37.347Z,What could you most use help on right now?,Organizing my accounts & documents
2023-01-29T00:41:37.347Z,What could you most use help on right now?,Sharing my wishes
2023-01-29T00:46:34.61Z,What details of your funeral are important to you?,Other
2023-01-29T00:46:34.61Z,What details of your funeral are important to you?,Music
2023-01-29T00:46:34.61Z,What details of your funeral are important to you?,Food/drinks
2023-01-29T00:46:34.617Z,What details of your funeral are important to you?,Other
2023-01-29T00:46:34.617Z,What details of your funeral are important to you?,Music
2023-01-29T00:46:34.617Z,What details of your funeral are important to you?,Food/drinks
2023-01-29T00:54:55.777Z,What do you want the mood to be at your funeral?,Celebratory
2023-01-29T00:54:55.783Z,What do you want the mood to be at your funeral?,Celebratory
2023-01-29T00:57:19.083Z,What do you want to happen to your body after you die?,Cremation
2023-01-29T00:57:19.09Z,What do you want to happen to your body after you die?,Cremation
2023-01-29T01:11:02Z,What physical markers do you want established in your honor?,Tree
2023-01-29T01:11:02.003Z,What physical markers do you want established in your honor?,Tree
2023-01-29T01:13:17.063Z,Are you an organ donor?,No
2023-01-29T01:13:17.07Z,Are you an organ donor?,No
2023-01-29T01:29:22.24Z,What do you want to happen to your email accounts when you die?,Give someone I trust access to the content
2023-01-29T01:29:22.247Z,What do you want to happen to your email accounts when you die?,Give someone I trust access to the content
2023-01-29T01:35:39.813Z,Do you have life insurance?,No
2023-01-29T01:35:39.817Z,Do you have life insurance?,No
2023-01-29T01:36:24.137Z,Do you have a power of attorney?,Yes
2023-01-29T01:36:24.143Z,Do you have a power of attorney?,Yes
2023-01-29T01:37:03.673Z,Do you have a will and/or trust?,No
2023-01-29T01:37:03.677Z,Do you have a will and/or trust?,No
2023-01-29T01:54:45.607Z,Which healthcare documents do you have?,Healthcare proxy form
2023-01-29T01:54:45.607Z,Which healthcare documents do you have?,Advance directive or living will
2023-01-29T01:54:45.607Z,Which healthcare documents do you have?,HIPAA release form
2023-01-29T01:54:45.61Z,Which healthcare documents do you have?,Healthcare proxy form
2023-01-29T01:54:45.61Z,Which healthcare documents do you have?,Advance directive or living will
2023-01-29T01:54:45.61Z,Which healthcare documents do you have?,HIPAA release form
2023-01-29T02:11:46.507Z,Where do you want your funeral to take place?,My place of worship
2023-01-29T02:51:09.01Z,Do you have a will and/or trust?,Yes
2023-01-29T03:11:59.08Z,Do you have any dependents (regardless of age) with special needs?,No
2023-01-29T03:12:04.527Z,Do you have children?,Yes
2023-01-29T03:14:05Z,Do you have any pets?,Yes
2023-01-29T03:17:27.593Z,"Would you like to leave specific gifts, property, or items to specific people?",No
2023-01-29T03:17:37.277Z,Who do you want to inherit your property when you pass away? Choose an option below.,"Leave everything to my spouse, else my children* equally"
2023-01-29T03:18:39.873Z,Who would you like to be the digital executor of your will?,My executor for my estate
2023-01-29T03:18:45.083Z,Would you like your digital executor to have access to the contents of your electronic communications?,Yes
2023-01-29T07:40:53.71Z,Do you have any dependents (regardless of age) with special needs?,No
2023-01-29T07:40:56.753Z,Do you have children?,Yes
2023-01-29T07:43:15.76Z,Do you have any pets?,Yes
2023-01-29T07:46:27.933Z,"Would you like to leave specific gifts, property, or items to specific people?",Yes
2023-01-29T08:20:04.71Z,Who do you want to inherit your property when you pass away? Choose an option below.,Create a custom distribution plan
2023-01-29T08:33:31.67Z,Who would you like to be the digital executor of your will?,Assign someone else
2023-01-29T08:34:21.177Z,Would you like your digital executor to have access to the contents of your electronic communications?,Yes
2023-01-29T08:38:47.553Z,What do you want the mood to be at your funeral?,Celebratory
2023-02-06T07:53:54.68Z,How much have you thought about your end-of-life wishes?,I've started to think about what I want
2023-02-06T07:54:09.423Z,What's motivating you to prepare for end of life?,I don't want to burden loved ones
2023-02-06T07:54:09.423Z,What's motivating you to prepare for end of life?,I want to ensure my wishes are honored
2023-02-06T07:54:09.423Z,What's motivating you to prepare for end of life?,I want to protect my family financially
2023-02-06T07:54:09.423Z,What's motivating you to prepare for end of life?,I want to prevent family disagreements.
2023-02-06T07:54:26.117Z,What could you most use help on right now?,Planning my future funeral
2023-02-06T07:54:26.117Z,What could you most use help on right now?,Deciding what to do with my body
2023-02-06T07:54:26.117Z,What could you most use help on right now?,Getting my legal documents in place
2023-02-06T07:54:26.117Z,What could you most use help on right now?,Leaving a legacy
2023-02-06T07:54:26.117Z,What could you most use help on right now?,Organizing my accounts & documents
2023-02-06T07:54:26.117Z,What could you most use help on right now?,Sharing my wishes
2023-02-06T07:56:07.49Z,Do you have life insurance?,No
2023-02-06T07:57:03.75Z,Do you have a power of attorney?,No
2023-02-06T07:57:53.353Z,Do you have a will and/or trust?,No
2023-02-06T07:58:59.327Z,Who should your loved ones reach out to when managing your estate?,Other
2023-02-06T07:58:59.333Z,Who should your loved ones reach out to when managing your estate?,Other
2023-02-06T08:00:33.777Z,What details of your funeral are important to you?,Readings
2023-02-06T08:00:33.777Z,What details of your funeral are important to you?,Rituals
2023-02-06T08:00:33.777Z,What details of your funeral are important to you?,Music
2023-02-06T08:00:33.777Z,What details of your funeral are important to you?,Food/drinks
2023-02-06T08:01:03.543Z,What would you like people to give in your honor?,Donations
2023-02-06T08:01:03.55Z,What would you like people to give in your honor?,Donations
2023-02-06T08:05:04.64Z,Where do you want your funeral to take place?,Other
2023-02-06T08:05:04.64Z,Where do you want your funeral to take place?,Somewhere outside
2023-02-06T08:05:04.647Z,Where do you want your funeral to take place?,Other
2023-02-06T08:05:04.647Z,Where do you want your funeral to take place?,Somewhere outside
2023-02-06T08:10:03.747Z,What do you want the mood to be at your funeral?,Other
2023-02-06T08:10:03.753Z,What do you want the mood to be at your funeral?,Other
2023-02-06T08:11:27.953Z,What do you want to happen to your body after you die?,Cremation
2023-02-06T08:11:27.96Z,What do you want to happen to your body after you die?,Cremation
2023-02-06T08:19:08.863Z,Are you an organ donor?,Yes
2023-02-06T08:19:21.717Z,Which healthcare documents do you have?,Other
2023-02-06T08:19:21.723Z,Which healthcare documents do you have?,Other
